replicate_full	Read_1_file	Read_2_file	read_len	amplicon_size	amplicon_sd	min_overlap	max_mismatch_dens	output_file
BID_T18_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T18-G3_S56_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T18-G3_S56_L001_R2_001.fastq.gz	150	193	20	10	0.109	BID_T18_G3.extendedFrags.fastq.gz
BID_T18_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T18-G4_S57_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T18-G4_S57_L001_R2_001.fastq.gz	150	193	20	10	0.109	BID_T18_G4.extendedFrags.fastq.gz
BRAP_T15_C1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C1_S29_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C1_S29_L001_R2_001.fastq.gz	150	162	20	10	0.107	BRAP_T15_C1.extendedFrags.fastq.gz
BRAP_T15_C2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C2_S30_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C2_S30_L001_R2_001.fastq.gz	150	162	20	10	0.107	BRAP_T15_C2.extendedFrags.fastq.gz
BRAP_T15_C3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C3_S31_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C3_S31_L001_R2_001.fastq.gz	150	162	20	10	0.107	BRAP_T15_C3.extendedFrags.fastq.gz
BRAP_T15_C4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C4_S32_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C4_S32_L001_R2_001.fastq.gz	150	162	20	10	0.107	BRAP_T15_C4.extendedFrags.fastq.gz
BRAP_T15_C5	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C5_S33_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C5_S33_L001_R2_001.fastq.gz	150	162	20	10	0.107	BRAP_T15_C5.extendedFrags.fastq.gz
BRAP_T15_C6	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C6_S34_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C6_S34_L001_R2_001.fastq.gz	150	162	20	10	0.107	BRAP_T15_C6.extendedFrags.fastq.gz
BRAP_T15_C7	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C7_S35_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C7_S35_L001_R2_001.fastq.gz	150	162	20	10	0.107	BRAP_T15_C7.extendedFrags.fastq.gz
BRAP_T15_C8	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C8_S36_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-C8_S36_L001_R2_001.fastq.gz	150	162	20	10	0.107	BRAP_T15_C8.extendedFrags.fastq.gz
BRAP_T15_G1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-G1_S25_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-G1_S25_L001_R2_001.fastq.gz	150	162	20	10	0.107	BRAP_T15_G1.extendedFrags.fastq.gz
BRAP_T15_G2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-G2_S26_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-G2_S26_L001_R2_001.fastq.gz	150	162	20	10	0.107	BRAP_T15_G2.extendedFrags.fastq.gz
BRAP_T15_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-G3_S27_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-G3_S27_L001_R2_001.fastq.gz	150	162	20	10	0.107	BRAP_T15_G3.extendedFrags.fastq.gz
BRAP_T15_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-G4_S28_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T15-G4_S28_L001_R2_001.fastq.gz	150	162	20	10	0.107	BRAP_T15_G4.extendedFrags.fastq.gz
C2CD5_T19_C1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C1_S70_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C1_S70_L001_R2_001.fastq.gz	150	285	20	10	0.15	C2CD5_T19_C1.extendedFrags.fastq.gz
C2CD5_T19_C2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C2_S71_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C2_S71_L001_R2_001.fastq.gz	150	285	20	10	0.15	C2CD5_T19_C2.extendedFrags.fastq.gz
C2CD5_T19_C3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C3_S72_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C3_S72_L001_R2_001.fastq.gz	150	285	20	10	0.15	C2CD5_T19_C3.extendedFrags.fastq.gz
C2CD5_T19_C4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C4_S73_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C4_S73_L001_R2_001.fastq.gz	150	285	20	10	0.15	C2CD5_T19_C4.extendedFrags.fastq.gz
C2CD5_T19_C5	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C5_S74_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C5_S74_L001_R2_001.fastq.gz	150	285	20	10	0.15	C2CD5_T19_C5.extendedFrags.fastq.gz
C2CD5_T19_C6	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C6_S75_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C6_S75_L001_R2_001.fastq.gz	150	285	20	10	0.15	C2CD5_T19_C6.extendedFrags.fastq.gz
C2CD5_T19_C7	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C7_S76_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C7_S76_L001_R2_001.fastq.gz	150	285	20	10	0.15	C2CD5_T19_C7.extendedFrags.fastq.gz
C2CD5_T19_C8	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C8_S77_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-C8_S77_L001_R2_001.fastq.gz	150	285	20	10	0.15	C2CD5_T19_C8.extendedFrags.fastq.gz
C2CD5_T19_G1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-G1_S66_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-G1_S66_L001_R2_001.fastq.gz	150	285	20	10	0.15	C2CD5_T19_G1.extendedFrags.fastq.gz
C2CD5_T19_G2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-G2_S67_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-G2_S67_L001_R2_001.fastq.gz	150	285	20	10	0.15	C2CD5_T19_G2.extendedFrags.fastq.gz
C2CD5_T19_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-G3_S68_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-G3_S68_L001_R2_001.fastq.gz	150	285	20	10	0.15	C2CD5_T19_G3.extendedFrags.fastq.gz
C2CD5_T19_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-G4_S69_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T19-G4_S69_L001_R2_001.fastq.gz	150	285	20	10	0.15	C2CD5_T19_G4.extendedFrags.fastq.gz
CEP104_T25_C1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C1_S130_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C1_S130_L001_R2_001.fastq.gz	150	247	20	10	0.119	CEP104_T25_C1.extendedFrags.fastq.gz
CEP104_T25_C2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C2_S131_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C2_S131_L001_R2_001.fastq.gz	150	247	20	10	0.119	CEP104_T25_C2.extendedFrags.fastq.gz
CEP104_T25_C3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C3_S132_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C3_S132_L001_R2_001.fastq.gz	150	247	20	10	0.119	CEP104_T25_C3.extendedFrags.fastq.gz
CEP104_T25_C4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C4_S133_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C4_S133_L001_R2_001.fastq.gz	150	247	20	10	0.119	CEP104_T25_C4.extendedFrags.fastq.gz
CEP104_T25_C5	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C5_S134_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C5_S134_L001_R2_001.fastq.gz	150	247	20	10	0.119	CEP104_T25_C5.extendedFrags.fastq.gz
CEP104_T25_C6	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C6_S135_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C6_S135_L001_R2_001.fastq.gz	150	247	20	10	0.119	CEP104_T25_C6.extendedFrags.fastq.gz
CEP104_T25_C7	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C7_S136_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C7_S136_L001_R2_001.fastq.gz	150	247	20	10	0.119	CEP104_T25_C7.extendedFrags.fastq.gz
CEP104_T25_C8	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C8_S137_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-C8_S137_L001_R2_001.fastq.gz	150	247	20	10	0.119	CEP104_T25_C8.extendedFrags.fastq.gz
CEP104_T25_G1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-G1_S126_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-G1_S126_L001_R2_001.fastq.gz	150	247	20	10	0.119	CEP104_T25_G1.extendedFrags.fastq.gz
CEP104_T25_G2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-G2_S127_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-G2_S127_L001_R2_001.fastq.gz	150	247	20	10	0.119	CEP104_T25_G2.extendedFrags.fastq.gz
CEP104_T25_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-G3_S128_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-G3_S128_L001_R2_001.fastq.gz	150	247	20	10	0.119	CEP104_T25_G3.extendedFrags.fastq.gz
CEP104_T25_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-G4_S129_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T25-G4_S129_L001_R2_001.fastq.gz	150	247	20	10	0.119	CEP104_T25_G4.extendedFrags.fastq.gz
CUX1_T13_C1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C1_S17_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C1_S17_L001_R2_001.fastq.gz	150	233	20	10	0.115	CUX1_T13_C1.extendedFrags.fastq.gz
CUX1_T13_C2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C2_S18_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C2_S18_L001_R2_001.fastq.gz	150	233	20	10	0.115	CUX1_T13_C2.extendedFrags.fastq.gz
CUX1_T13_C3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C3_S19_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C3_S19_L001_R2_001.fastq.gz	150	233	20	10	0.115	CUX1_T13_C3.extendedFrags.fastq.gz
CUX1_T13_C4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C4_S20_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C4_S20_L001_R2_001.fastq.gz	150	233	20	10	0.115	CUX1_T13_C4.extendedFrags.fastq.gz
CUX1_T13_C5	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C5_S21_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C5_S21_L001_R2_001.fastq.gz	150	233	20	10	0.115	CUX1_T13_C5.extendedFrags.fastq.gz
CUX1_T13_C6	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C6_S22_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C6_S22_L001_R2_001.fastq.gz	150	233	20	10	0.115	CUX1_T13_C6.extendedFrags.fastq.gz
CUX1_T13_C7	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C7_S23_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C7_S23_L001_R2_001.fastq.gz	150	233	20	10	0.115	CUX1_T13_C7.extendedFrags.fastq.gz
CUX1_T13_C8	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C8_S24_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-C8_S24_L001_R2_001.fastq.gz	150	233	20	10	0.115	CUX1_T13_C8.extendedFrags.fastq.gz
CUX1_T13_G1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-G1_S13_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-G1_S13_L001_R2_001.fastq.gz	150	233	20	10	0.115	CUX1_T13_G1.extendedFrags.fastq.gz
CUX1_T13_G2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-G2_S14_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-G2_S14_L001_R2_001.fastq.gz	150	233	20	10	0.115	CUX1_T13_G2.extendedFrags.fastq.gz
CUX1_T13_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-G3_S15_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-G3_S15_L001_R2_001.fastq.gz	150	233	20	10	0.115	CUX1_T13_G3.extendedFrags.fastq.gz
CUX1_T13_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-G4_S16_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T13-G4_S16_L001_R2_001.fastq.gz	150	233	20	10	0.115	CUX1_T13_G4.extendedFrags.fastq.gz
DNMT1_T17_G1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T17-G1_S47_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T17-G1_S47_L001_R2_001.fastq.gz	150	211	20	10	0.111	DNMT1_T17_G1.extendedFrags.fastq.gz
DNMT1_T17_G2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T17-G2_S48_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T17-G2_S48_L001_R2_001.fastq.gz	150	211	20	10	0.111	DNMT1_T17_G2.extendedFrags.fastq.gz
DNMT1_T17_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T17-G3_S49_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T17-G3_S49_L001_R2_001.fastq.gz	150	211	20	10	0.111	DNMT1_T17_G3.extendedFrags.fastq.gz
DNMT1_T17_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T17-G4_S50_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T17-G4_S50_L001_R2_001.fastq.gz	150	211	20	10	0.111	DNMT1_T17_G4.extendedFrags.fastq.gz
EPB41_T21_C1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C1_S82_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C1_S82_L001_R2_001.fastq.gz	150	235	20	10	0.115	EPB41_T21_C1.extendedFrags.fastq.gz
EPB41_T21_C2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C2_S83_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C2_S83_L001_R2_001.fastq.gz	150	235	20	10	0.115	EPB41_T21_C2.extendedFrags.fastq.gz
EPB41_T21_C3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C3_S84_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C3_S84_L001_R2_001.fastq.gz	150	235	20	10	0.115	EPB41_T21_C3.extendedFrags.fastq.gz
EPB41_T21_C4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C4_S85_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C4_S85_L001_R2_001.fastq.gz	150	235	20	10	0.115	EPB41_T21_C4.extendedFrags.fastq.gz
EPB41_T21_C5	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C5_S86_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C5_S86_L001_R2_001.fastq.gz	150	235	20	10	0.115	EPB41_T21_C5.extendedFrags.fastq.gz
EPB41_T21_C6	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C6_S87_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C6_S87_L001_R2_001.fastq.gz	150	235	20	10	0.115	EPB41_T21_C6.extendedFrags.fastq.gz
EPB41_T21_C7	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C7_S88_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C7_S88_L001_R2_001.fastq.gz	150	235	20	10	0.115	EPB41_T21_C7.extendedFrags.fastq.gz
EPB41_T21_C8	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C8_S89_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-C8_S89_L001_R2_001.fastq.gz	150	235	20	10	0.115	EPB41_T21_C8.extendedFrags.fastq.gz
EPB41_T21_G1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-G1_S78_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-G1_S78_L001_R2_001.fastq.gz	150	235	20	10	0.115	EPB41_T21_G1.extendedFrags.fastq.gz
EPB41_T21_G2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-G2_S79_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-G2_S79_L001_R2_001.fastq.gz	150	235	20	10	0.115	EPB41_T21_G2.extendedFrags.fastq.gz
EPB41_T21_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-G3_S80_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-G3_S80_L001_R2_001.fastq.gz	150	235	20	10	0.115	EPB41_T21_G3.extendedFrags.fastq.gz
EPB41_T21_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-G4_S81_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T21-G4_S81_L001_R2_001.fastq.gz	150	235	20	10	0.115	EPB41_T21_G4.extendedFrags.fastq.gz
FOXP1_T12_C1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C1_S5_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C1_S5_L001_R2_001.fastq.gz	150	222	20	10	0.113	FOXP1_T12_C1.extendedFrags.fastq.gz
FOXP1_T12_C2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C2_S6_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C2_S6_L001_R2_001.fastq.gz	150	222	20	10	0.113	FOXP1_T12_C2.extendedFrags.fastq.gz
FOXP1_T12_C3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C3_S7_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C3_S7_L001_R2_001.fastq.gz	150	222	20	10	0.113	FOXP1_T12_C3.extendedFrags.fastq.gz
FOXP1_T12_C4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C4_S8_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C4_S8_L001_R2_001.fastq.gz	150	222	20	10	0.113	FOXP1_T12_C4.extendedFrags.fastq.gz
FOXP1_T12_C5	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C5_S9_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C5_S9_L001_R2_001.fastq.gz	150	222	20	10	0.113	FOXP1_T12_C5.extendedFrags.fastq.gz
FOXP1_T12_C6	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C6_S10_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C6_S10_L001_R2_001.fastq.gz	150	222	20	10	0.113	FOXP1_T12_C6.extendedFrags.fastq.gz
FOXP1_T12_C7	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C7_S11_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C7_S11_L001_R2_001.fastq.gz	150	222	20	10	0.113	FOXP1_T12_C7.extendedFrags.fastq.gz
FOXP1_T12_C8	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C8_S12_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-C8_S12_L001_R2_001.fastq.gz	150	222	20	10	0.113	FOXP1_T12_C8.extendedFrags.fastq.gz
FOXP1_T12_G1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-G1_S1_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-G1_S1_L001_R2_001.fastq.gz	150	222	20	10	0.113	FOXP1_T12_G1.extendedFrags.fastq.gz
FOXP1_T12_G2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-G2_S2_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-G2_S2_L001_R2_001.fastq.gz	150	222	20	10	0.113	FOXP1_T12_G2.extendedFrags.fastq.gz
FOXP1_T12_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-G3_S3_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-G3_S3_L001_R2_001.fastq.gz	150	222	20	10	0.113	FOXP1_T12_G3.extendedFrags.fastq.gz
FOXP1_T12_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-G4_S4_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T12-G4_S4_L001_R2_001.fastq.gz	150	222	20	10	0.113	FOXP1_T12_G4.extendedFrags.fastq.gz
FUT8_T20_C10	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C10_S52_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C10_S52_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_C10.extendedFrags.fastq.gz
FUT8_T20_C11	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C11_S53_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C11_S53_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_C11.extendedFrags.fastq.gz
FUT8_T20_C1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C1_S154_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C1_S154_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_C1.extendedFrags.fastq.gz
