name	replicate	type	bam
CEP104	CEP104_H14_G2	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CEP104_H14_G2_filtered.bam
CEP104	CEP104_H14_G3	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CEP104_H14_G3_filtered.bam
CUX1	CUX1_H2_C2	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CUX1_H2_C2_filtered.bam
CUX1	CUX1_H2_C1	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CUX1_H2_C1_filtered.bam
CEP104	CEP104_H14_G4	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CEP104_H14_G4_filtered.bam
CUX1	CUX1_H2_C5	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CUX1_H2_C5_filtered.bam
CUX1	CUX1_H2_C4	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CUX1_H2_C4_filtered.bam
CUX1	CUX1_H2_C6	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CUX1_H2_C6_filtered.bam
C2CD5	C2CD5_H8_C7	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/C2CD5_H8_C7_filtered.bam
CUX1	CUX1_H2_G1	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CUX1_H2_G1_filtered.bam
C2CD5	C2CD5_H8_C8	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/C2CD5_H8_C8_filtered.bam
CUX1	CUX1_H2_G2	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CUX1_H2_G2_filtered.bam
CUX1	CUX1_H2_C7	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CUX1_H2_C7_filtered.bam
CUX1	CUX1_H2_G3	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CUX1_H2_G3_filtered.bam
CUX1	CUX1_H2_C8	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CUX1_H2_C8_filtered.bam
DNMT1	DNMT1_H6_C4	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_H6_C4_filtered.bam
DNMT1	DNMT1_H6_C2	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_H6_C2_filtered.bam
CUX1	CUX1_H2_G4	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CUX1_H2_G4_filtered.bam
EPB41	EPB41_H10_C1	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_H10_C1_filtered.bam
EPB41	EPB41_H10_C2	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_H10_C2_filtered.bam
CEP104	CEP104_H14_C5	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CEP104_H14_C5_filtered.bam
DNMT1	DNMT1_H6_C6	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_H6_C6_filtered.bam
DNMT1	DNMT1_H6_C8	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_H6_C8_filtered.bam
DNMT1	DNMT1_H6_C1	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_H6_C1_filtered.bam
EPB41	EPB41_H10_C3	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_H10_C3_filtered.bam
EPB41	EPB41_H10_G1	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_H10_G1_filtered.bam
DNMT1	DNMT1_H6_C7	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_H6_C7_filtered.bam
DNMT1	DNMT1_H6_G1	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_H6_G1_filtered.bam
EPB41	EPB41_H10_C5	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_H10_C5_filtered.bam
FOXP1	FOXP1_H1_C1	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_H1_C1_filtered.bam
DNMT1	DNMT1_H6_C3	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_H6_C3_filtered.bam
FOXP1	FOXP1_H1_C3	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_H1_C3_filtered.bam
EPB41	EPB41_H10_G4	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_H10_G4_filtered.bam
FOXP1	FOXP1_H1_C2	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_H1_C2_filtered.bam
FOXP1	FOXP1_H1_C4	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_H1_C4_filtered.bam
FOXP1	FOXP1_H1_C8	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_H1_C8_filtered.bam
EPB41	EPB41_H10_C7	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_H10_C7_filtered.bam
FOXP1	FOXP1_H1_G2	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_H1_G2_filtered.bam
EPB41	EPB41_H10_G2	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_H10_G2_filtered.bam
FOXP1	FOXP1_H1_G1	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_H1_G1_filtered.bam
FOXP1	FOXP1_H1_C5	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_H1_C5_filtered.bam
FOXP1	FOXP1_H1_G3	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_H1_G3_filtered.bam
DNMT1	DNMT1_H6_G3	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_H6_G3_filtered.bam
FOXP1	FOXP1_H1_C6	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_H1_C6_filtered.bam
FOXP1	FOXP1_H1_G4	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_H1_G4_filtered.bam
FUT8	FUT8_H9_C1	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_H9_C1_filtered.bam
FUT8	FUT8_H9_C2	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_H9_C2_filtered.bam
FUT8	FUT8_H9_C3	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_H9_C3_filtered.bam
EPB41	EPB41_H10_C4	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_H10_C4_filtered.bam
FUT8	FUT8_H9_C6	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_H9_C6_filtered.bam
FUT8	FUT8_H9_C5	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_H9_C5_filtered.bam
FUT8	FUT8_H9_C4	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_H9_C4_filtered.bam
FUT8	FUT8_H9_C8	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_H9_C8_filtered.bam
FUT8	FUT8_H9_G1	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_H9_G1_filtered.bam
FUT8	FUT8_H9_G3	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_H9_G3_filtered.bam
FUT8	FUT8_H9_G2	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_H9_G2_filtered.bam
FUT8	FUT8_H9_C7	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_H9_C7_filtered.bam
EPB41	EPB41_H10_C6	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_H10_C6_filtered.bam
EPB41	EPB41_H10_G3	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_H10_G3_filtered.bam
FUT8	FUT8_H9_G4	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_H9_G4_filtered.bam
LUC7L	LUC7L_H11_C1	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/LUC7L_H11_C1_filtered.bam
EPB41	EPB41_H10_C8	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_H10_C8_filtered.bam
DNMT1	DNMT1_H6_G2	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_H6_G2_filtered.bam
LUC7L	LUC7L_H11_C7	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/LUC7L_H11_C7_filtered.bam
LUC7L	LUC7L_H11_C5	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/LUC7L_H11_C5_filtered.bam
LUC7L	LUC7L_H11_G3	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/LUC7L_H11_G3_filtered.bam
LUC7L	LUC7L_H11_G1	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/LUC7L_H11_G1_filtered.bam
LUC7L	LUC7L_H11_G2	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/LUC7L_H11_G2_filtered.bam
PLEKHG3	PLEKHG3_H13_C4	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/PLEKHG3_H13_C4_filtered.bam
LUC7L	LUC7L_H11_C4	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/LUC7L_H11_C4_filtered.bam
PLEKHG3	PLEKHG3_H13_C5	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/PLEKHG3_H13_C5_filtered.bam
PLEKHG3	PLEKHG3_H13_C3	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/PLEKHG3_H13_C3_filtered.bam
LUC7L	LUC7L_H11_C2	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/LUC7L_H11_C2_filtered.bam
PLEKHG3	PLEKHG3_H13_C1	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/PLEKHG3_H13_C1_filtered.bam
PLEKHG3	PLEKHG3_H13_G1	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/PLEKHG3_H13_G1_filtered.bam
PLEKHG3	PLEKHG3_H13_G3	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/PLEKHG3_H13_G3_filtered.bam
PLEKHG3	PLEKHG3_H13_C2	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/PLEKHG3_H13_C2_filtered.bam
PLEKHG3	PLEKHG3_H13_C8	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/PLEKHG3_H13_C8_filtered.bam
PLEKHG3	PLEKHG3_H13_G4	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/PLEKHG3_H13_G4_filtered.bam
PLEKHG3	PLEKHG3_H13_C6	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/PLEKHG3_H13_C6_filtered.bam
SH2B3	SH2B3_H3_C10	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_H3_C10_filtered.bam
PLEKHG3	PLEKHG3_H13_G2	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/PLEKHG3_H13_G2_filtered.bam
SH2B3	SH2B3_H3_C11	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_H3_C11_filtered.bam
FOXP1	FOXP1_H1_C7	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_H1_C7_filtered.bam
SH2B3	SH2B3_H3_C6	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_H3_C6_filtered.bam
PLEKHG3	PLEKHG3_H13_C7	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/PLEKHG3_H13_C7_filtered.bam
SH2B3	SH2B3_H3_C1	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_H3_C1_filtered.bam
LUC7L	LUC7L_H11_C6	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/LUC7L_H11_C6_filtered.bam
FUT8	FUT8_H9_C9	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_H9_C9_filtered.bam
DNMT1	DNMT1_H6_G4	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_H6_G4_filtered.bam
SH2B3	SH2B3_H3_C4	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_H3_C4_filtered.bam
SH2B3	SH2B3_H3_C9	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_H3_C9_filtered.bam
SH2B3	SH2B3_H3_G4	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_H3_G4_filtered.bam
LUC7L	LUC7L_H11_C8	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/LUC7L_H11_C8_filtered.bam
SH2B3	SH2B3_H3_G3	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_H3_G3_filtered.bam
SH2B3	SH2B3_H3_C7	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_H3_C7_filtered.bam
UGCG	UGCG_H5_C1	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_H5_C1_filtered.bam
UGCG	UGCG_H5_C4	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_H5_C4_filtered.bam
UGCG	UGCG_H5_C9	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_H5_C9_filtered.bam
UGCG	UGCG_H5_G2	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_H5_G2_filtered.bam
UGCG	UGCG_H5_C2	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_H5_C2_filtered.bam
SH2B3	SH2B3_H3_G1	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_H3_G1_filtered.bam
UGCG	UGCG_H5_C8	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_H5_C8_filtered.bam
